Formulary_Record_ID,Plan_ID,NDC,Drug_Name,Formulary_Tier,Coverage_Status,Prior_Authorization_Flag,Step_Therapy_Flag,Quantity_Limit_Flag,Effective_Date,End_Date,Source_System
FRM001581,PLAN019,42368965233,Zoloft,1,Non-Preferred,N,N,Y,2026-03-30,2027-04-30,FormularyManager
FRM001582,PLAN020,67086806285,Eliquis,3,Covered,Y,N,N,2025-07-12,2026-01-21,FormularyManager
FRM001583,PLAN016,68749757957,Prozac,5,Covered,Y,N,N,2024-07-20,2025-12-19,FormularyManager
FRM001584,PLAN017,56531179876,Eliquis,1,Covered,Y,N,N,2025-04-11,2026-04-01,FormularyManager
FRM001585,PLAN016,14627431869,Cymbalta,5,Covered,N,N,N,2024-10-28,2026-06-16,FormularyManager
FRM001586,PLAN019,81267869985,Aldactone,4,Covered,N,N,N,2024-03-19,2026-02-20,FormularyManager
FRM001587,PLAN019,86150728282,Zoloft,5,Non-Preferred,N,N,N,2025-11-13,2026-12-19,FormularyManager
FRM001588,PLAN002,60323145092,Plavix,2,Covered,N,N,N,2025-01-15,2026-03-26,FormularyManager
FRM001589,PLAN018,45073829754,Ventolin,2,Excluded,N,Y,N,2025-12-15,2027-05-24,FormularyManager
FRM001590,PLAN011,36527120523,Prilosec,5,Non-Preferred,N,N,Y,2025-06-15,2026-08-18,FormularyManager
FRM001591,PLAN006,13658312760,Norvasc,4,Non-Preferred,Y,N,N,2026-03-23,2028-01-02,FormularyManager
FRM001592,PLAN006,20964366855,Ventolin,5,Covered,N,N,N,2025-08-28,2026-03-25,FormularyManager
FRM001593,PLAN007,74039272223,Prinivil,3,Non-Preferred,N,N,N,2024-05-05,2025-05-22,FormularyManager
FRM001594,PLAN016,19307837771,Protonix,3,Covered,Y,Y,N,2024-04-30,2025-10-08,FormularyManager
FRM001595,PLAN018,39077562796,Glucophage,1,Covered,Y,N,N,2026-03-15,2027-01-21,FormularyManager
FRM001596,PLAN008,26670320788,Aldactone,3,Covered,N,N,Y,2025-02-07,2026-03-07,FormularyManager
FRM001597,PLAN014,55753696537,Zoloft,2,Excluded,N,N,N,2025-07-28,2027-06-27,FormularyManager
FRM001598,PLAN014,33349215114,Ozempic,4,Excluded,Y,N,N,2026-01-18,2026-09-25,FormularyManager
FRM001599,PLAN001,31553546728,Lasix,2,Covered,N,N,Y,2024-08-28,2026-05-28,FormularyManager
FRM001600,PLAN019,89307815129,Vibramycin,4,Covered,N,Y,Y,2025-04-24,2026-11-15,FormularyManager
FRM001601,PLAN011,15897986050,Jardiance,2,Covered,N,N,N,2025-05-14,2027-04-08,FormularyManager
FRM001602,PLAN001,81165324434,Lantus,3,Covered,Y,N,N,2025-07-05,2026-12-21,FormularyManager
FRM001603,PLAN017,68912388929,Cymbalta,1,Covered,N,N,N,2024-04-14,2026-01-14,FormularyManager
FRM001604,PLAN015,25717847814,Microzide,2,Covered,N,N,N,2025-10-19,2027-03-25,FormularyManager
FRM001605,PLAN020,49300844372,Lipitor,2,Covered,N,N,N,2024-06-05,2025-12-03,FormularyManager
FRM001606,PLAN010,93961156923,Singulair,5,Excluded,N,N,N,2024-11-14,2026-08-31,FormularyManager
FRM001607,PLAN014,97829657184,Eliquis,1,Covered,Y,N,N,2024-07-15,2025-12-09,FormularyManager
FRM001608,PLAN008,39556565835,Vibramycin,5,Covered,N,N,N,2026-04-26,2027-12-25,FormularyManager
FRM001609,PLAN003,55068365571,Lipitor,4,Covered,N,N,N,2025-10-28,2027-02-04,FormularyManager
FRM001610,PLAN014,98076393354,Neurontin,3,Covered,Y,N,Y,2024-07-21,2026-06-14,FormularyManager
FRM001611,PLAN009,24069146482,Lopressor,4,Non-Preferred,N,N,N,2024-05-18,2025-10-07,FormularyManager
FRM001612,PLAN007,63498422023,Plavix,1,Covered,N,Y,N,2025-06-10,2027-06-09,FormularyManager
FRM001613,PLAN015,76744433751,Ozempic,4,Covered,N,N,N,2024-07-23,2026-07-08,FormularyManager
FRM001614,PLAN011,62718517427,Wellbutrin,3,Covered,N,N,N,2025-09-03,2027-03-16,FormularyManager
FRM001615,PLAN001,33745564480,Prozac,2,Covered,N,N,N,2024-09-23,2025-07-28,FormularyManager
FRM001616,PLAN020,31054839415,Humalog,4,Covered,N,N,N,2024-06-09,2025-04-01,FormularyManager
FRM001617,PLAN002,85864453239,Lexapro,3,Covered,N,N,N,2025-02-28,2026-02-16,FormularyManager
FRM001618,PLAN018,68129441146,Aldactone,5,Covered,Y,N,N,2025-11-29,2026-11-14,FormularyManager
FRM001619,PLAN007,73362282174,Protonix,1,Covered,N,N,N,2025-09-26,2027-05-18,FormularyManager
FRM001620,PLAN015,17735727527,Prinivil,3,Non-Preferred,N,Y,N,2025-10-17,2026-06-23,FormularyManager
FRM001621,PLAN015,93500208178,Cozaar,3,Non-Preferred,N,N,N,2026-05-23,2028-05-17,FormularyManager
FRM001622,PLAN019,86150728282,Zoloft,1,Covered,Y,N,N,2025-12-18,2027-08-23,FormularyManager
FRM001623,PLAN017,45750813449,Prilosec,2,Covered,N,N,N,2024-11-30,2025-06-17,FormularyManager
FRM001624,PLAN003,51203246489,Jardiance,3,Covered,N,N,N,2024-12-23,2026-02-28,FormularyManager
FRM001625,PLAN003,57036754977,Lantus,3,Covered,N,N,Y,2024-11-15,2026-10-11,FormularyManager
FRM001626,PLAN002,85086957723,Januvia,5,Covered,N,N,N,2024-07-17,2025-09-18,FormularyManager
FRM001627,PLAN003,63498422023,Plavix,4,Covered,N,N,Y,2026-01-10,2027-12-26,FormularyManager
FRM001628,PLAN001,13289945916,Plavix,1,Non-Preferred,Y,N,N,2024-01-12,2024-11-12,FormularyManager
FRM001629,PLAN018,94423237054,Coreg,2,Covered,N,N,N,2024-05-20,2025-01-28,FormularyManager
FRM001630,PLAN016,15585457750,Lipitor,4,Non-Preferred,N,N,Y,2025-08-14,2027-05-18,FormularyManager
FRM001631,PLAN008,63128504045,Lipitor,5,Covered,Y,N,N,2024-05-05,2026-01-15,FormularyManager
FRM001632,PLAN015,63039619641,Ventolin,3,Covered,N,N,N,2024-01-14,2025-07-15,FormularyManager
FRM001633,PLAN001,67413273786,Prinivil,3,Covered,N,N,Y,2025-07-19,2027-05-13,FormularyManager
FRM001634,PLAN016,31265213479,Cymbalta,1,Covered,N,N,N,2025-01-25,2026-12-24,FormularyManager
FRM001635,PLAN004,84538386197,Aldactone,1,Covered,N,N,N,2025-09-13,2027-04-07,FormularyManager
FRM001636,PLAN011,17735727527,Prinivil,5,Covered,N,N,N,2025-04-25,2026-03-11,FormularyManager
FRM001637,PLAN010,14041368848,Plavix,2,Covered,N,N,Y,2024-09-28,2025-12-01,FormularyManager
FRM001638,PLAN014,81276626479,Glucophage,2,Excluded,Y,N,N,2025-01-31,2025-12-23,FormularyManager
FRM001639,PLAN006,59581445583,Prozac,2,Covered,Y,N,Y,2024-03-08,2025-04-21,FormularyManager
FRM001640,PLAN007,46449302181,Aldactone,2,Covered,N,N,N,2024-10-11,2025-11-20,FormularyManager
FRM001641,PLAN017,67041360337,FORMULARY NAME MISMATCH,5,Non-Preferred,N,N,N,2026-04-11,2027-04-17,FormularyManager
FRM001642,PLAN007,31559714166,Lantus,3,Excluded,N,N,N,2024-01-24,2024-09-18,FormularyManager
FRM001643,PLAN004,44151264671,Humalog,5,Covered,Y,N,N,2026-05-13,2026-12-31,FormularyManager
FRM001644,PLAN015,53756657133,Neurontin,1,Covered,N,N,N,2025-10-08,2027-06-07,FormularyManager
FRM001645,PLAN007,22187365237,Cozaar,1,Covered,Y,N,Y,2025-06-21,2026-03-28,FormularyManager
FRM001646,PLAN020,28814780756,Microzide,4,Covered,N,N,N,2025-06-12,2026-03-05,FormularyManager
FRM001647,PLAN009,14546502462,Aldactone,2,Covered,N,N,N,2024-11-05,2026-04-03,FormularyManager
FRM001648,PLAN007,74909178953,Vibramycin,1,Non-Preferred,N,N,N,2024-11-08,2025-06-16,FormularyManager
FRM001649,PLAN010,35955476733,Prilosec,1,Covered,N,N,N,2024-03-13,2025-08-24,FormularyManager
FRM001650,PLAN015,37017591044,Jardiance,5,Covered,N,N,N,2024-09-26,2025-04-11,FormularyManager
FRM001651,PLAN015,42627468935,Lipitor,4,Covered,N,N,N,2024-06-18,2025-06-04,FormularyManager
FRM001652,PLAN009,73418540749,Cymbalta,5,Covered,Y,N,Y,2024-04-13,2025-10-10,FormularyManager
FRM001653,PLAN003,73362282174,Protonix,2,Covered,Y,N,Y,2024-10-08,2025-09-03,FormularyManager
FRM001654,PLAN008,96269476252,Cozaar,4,Covered,Y,N,N,2025-06-16,2026-04-05,FormularyManager
FRM001655,PLAN005,19599866643,Crestor,2,Covered,Y,N,N,2026-05-23,2027-04-10,FormularyManager
FRM001656,PLAN010,98272669316,Ventolin,5,Non-Preferred,Y,Y,N,2026-05-01,2027-11-17,FormularyManager
FRM001657,PLAN013,17132186749,Microzide,3,Covered,N,N,N,2026-03-30,2026-11-03,FormularyManager
FRM001658,PLAN017,54145454630,Coreg,1,Covered,Y,N,N,2025-06-15,2026-09-30,FormularyManager
FRM001659,PLAN017,36582971350,Cozaar,2,Covered,N,N,N,2024-03-27,2026-03-03,FormularyManager
FRM001660,PLAN009,40802338292,Januvia,1,Covered,Y,N,N,2025-02-26,2026-03-04,FormularyManager
FRM001661,PLAN010,52238926923,Jardiance,5,Covered,N,N,N,2024-03-30,2026-02-16,FormularyManager
FRM001662,PLAN001,67041360337,Coreg,3,Covered,N,N,N,2024-03-30,2024-11-29,FormularyManager
FRM001663,PLAN003,81144656722,Humalog,1,Covered,N,N,N,2024-01-14,2024-10-07,FormularyManager
FRM001664,PLAN002,56735853544,Singulair,4,Excluded,N,N,N,2026-03-21,2027-01-16,FormularyManager
FRM001665,PLAN012,92945796828,Lopressor,2,Covered,N,N,Y,2026-04-07,2026-10-18,FormularyManager
FRM001666,PLAN019,18987102928,Plavix,1,Covered,N,N,Y,2025-04-24,2027-01-31,FormularyManager
FRM001667,PLAN012,37135715266,Wellbutrin,3,Covered,N,Y,N,2024-07-09,2026-03-20,FormularyManager
FRM001668,PLAN007,24931475984,Cozaar,2,Excluded,N,N,N,2025-12-31,2026-10-15,FormularyManager
FRM001669,PLAN019,61820941754,Wellbutrin,5,Covered,N,N,N,2024-05-01,2026-01-18,FormularyManager
FRM001670,PLAN008,20309347358,Coreg,3,Covered,N,N,N,2025-10-22,2027-03-03,FormularyManager
FRM001671,PLAN002,74618978456,Singulair,3,Covered,N,N,N,2024-09-22,2025-09-10,FormularyManager
FRM001672,PLAN011,80251520484,Humalog,2,Covered,N,N,N,2026-01-25,2026-12-18,FormularyManager
FRM001673,PLAN003,66849248677,Coreg,3,Covered,N,N,N,2025-07-12,2026-05-09,FormularyManager
FRM001674,PLAN007,37173563991,Lasix,1,Covered,N,N,N,2025-07-16,2026-01-16,FormularyManager
FRM001675,PLAN018,20096181552,Eliquis,2,Non-Preferred,N,N,Y,2026-02-10,2027-05-24,FormularyManager
FRM001676,PLAN013,33502745180,Prinivil,3,Covered,N,N,N,2024-01-11,2025-05-31,FormularyManager
FRM001677,PLAN003,26851855697,Coreg,4,Covered,N,N,N,2026-03-14,2026-11-27,FormularyManager
FRM001678,PLAN020,99873357727,Lipitor,3,Covered,N,N,N,2025-08-10,2027-03-18,FormularyManager
FRM001679,PLAN016,39388824427,Lopressor,2,Excluded,N,N,N,2025-05-21,2027-02-12,FormularyManager
FRM001680,PLAN002,38112790984,Neurontin,1,Covered,N,N,Y,2025-09-21,2027-03-29,FormularyManager
FRM001681,PLAN006,84047590849,Microzide,1,Covered,N,N,Y,2026-03-26,2027-03-05,FormularyManager
FRM001682,PLAN018,49501356011,Lopressor,1,Covered,N,N,N,2025-07-13,2026-11-05,FormularyManager
FRM001683,PLAN005,42790921133,Prinivil,5,Covered,N,N,N,2024-10-17,2025-04-29,FormularyManager
FRM001684,PLAN013,80340679445,Zoloft,4,Non-Preferred,N,N,N,2025-09-27,2026-04-03,FormularyManager
FRM001685,PLAN007,18567714974,Lasix,3,Covered,N,N,N,2024-04-20,2025-01-18,FormularyManager
FRM001686,PLAN005,72708515673,Plavix,2,Non-Preferred,N,N,N,2024-05-22,2025-06-16,FormularyManager
FRM001687,PLAN001,38299381624,Singulair,1,Covered,N,N,N,2024-10-06,2025-08-15,FormularyManager
FRM001688,PLAN010,84458290728,Humalog,5,Covered,N,N,N,2025-06-16,2026-12-11,FormularyManager
FRM001689,PLAN011,13745261453,Aldactone,2,Covered,N,N,N,2025-11-04,2027-04-23,FormularyManager
FRM001690,PLAN016,39388824427,Lopressor,1,Excluded,N,N,Y,2025-07-26,2026-08-25,FormularyManager
FRM001691,PLAN001,84538386197,Aldactone,4,Covered,N,N,N,2024-07-23,2025-12-22,FormularyManager
FRM001692,PLAN005,49501356011,Lopressor,3,Covered,Y,N,Y,2024-03-25,2025-12-10,FormularyManager
FRM001693,PLAN008,79539911319,Ventolin,3,Covered,Y,N,N,2024-02-25,2025-07-24,FormularyManager
FRM001694,PLAN001,91304485350,Lipitor,5,Covered,N,N,N,2026-03-25,2027-06-25,FormularyManager
FRM001695,PLAN014,10394138129,Lantus,3,Non-Preferred,N,N,Y,2025-11-26,2026-10-30,FormularyManager
FRM001696,PLAN012,51498372568,Neurontin,5,Non-Preferred,Y,N,Y,2024-12-27,2025-12-19,FormularyManager
FRM001697,PLAN012,61916924081,Ventolin,4,Covered,N,N,Y,2025-04-08,2026-11-07,FormularyManager
FRM001698,PLAN017,14627431869,Cymbalta,5,Covered,N,Y,N,2024-12-16,2026-04-23,FormularyManager
FRM001699,PLAN016,44872908135,Cymbalta,4,Non-Preferred,N,N,Y,2024-07-20,2026-01-25,FormularyManager
FRM001700,PLAN002,76004568133,Ozempic,4,Covered,N,N,N,2025-12-03,2027-07-02,FormularyManager
FRM001701,PLAN018,58584770558,Glucophage,2,Covered,N,N,N,2025-09-13,2027-06-12,FormularyManager
FRM001702,PLAN005,51465880016,Ozempic,5,Covered,N,Y,N,2024-05-05,2025-02-02,FormularyManager
FRM001703,PLAN011,99706788130,Coreg,1,Covered,N,N,N,2026-02-17,2026-12-23,FormularyManager
FRM001704,PLAN011,95305350218,Prozac,5,Non-Preferred,N,N,N,2025-05-24,2025-11-24,FormularyManager
FRM001705,PLAN014,75769382415,Ventolin,1,Covered,N,Y,N,2024-09-15,2025-07-01,FormularyManager
FRM001706,PLAN004,44518564169,Coreg,3,Covered,N,N,Y,2024-09-04,2026-06-28,FormularyManager
FRM001707,PLAN011,57675334230,Protonix,4,Covered,Y,N,N,2025-12-21,2026-08-07,FormularyManager
FRM001708,PLAN001,37986793471,Vibramycin,5,Covered,N,N,N,2026-03-08,2026-11-17,FormularyManager
FRM001709,PLAN017,52087160927,Januvia,4,Covered,N,N,N,2024-09-04,2026-01-22,FormularyManager
FRM001710,PLAN014,80226651352,Crestor,5,Covered,Y,N,N,2024-09-02,2025-06-15,FormularyManager
FRM001711,PLAN005,32444678260,Humalog,3,Non-Preferred,N,N,Y,2026-04-14,2027-11-10,FormularyManager
FRM001712,PLAN011,44682779034,Lexapro,3,Non-Preferred,N,N,Y,2026-02-25,2027-11-24,FormularyManager
FRM001713,PLAN004,25951181670,Prilosec,2,Non-Preferred,N,N,Y,2025-06-10,2026-04-25,FormularyManager
FRM001714,PLAN015,26851855697,Coreg,4,Covered,N,N,N,2026-04-08,2027-03-23,FormularyManager
FRM001715,PLAN003,89307815129,Vibramycin,1,Non-Preferred,N,Y,N,2025-09-13,2026-04-29,FormularyManager
FRM001716,PLAN014,45073829754,Ventolin,1,Covered,N,Y,N,2026-02-26,2027-01-06,FormularyManager
FRM001717,PLAN019,63116718685,Prilosec,5,Non-Preferred,N,N,Y,2024-10-11,2025-09-02,FormularyManager
FRM001718,PLAN008,68995759668,Ventolin,5,Non-Preferred,N,Y,Y,2025-01-23,2025-12-15,FormularyManager
FRM001719,PLAN013,86876532778,Jardiance,0,Covered,N,N,N,2024-10-24,2025-04-26,FormularyManager
FRM001720,PLAN001,56146827375,Jardiance,3,Covered,N,N,N,2025-03-04,2026-06-28,FormularyManager
FRM001721,PLAN018,92043205735,Ozempic,5,Non-Preferred,N,N,N,2025-10-14,2026-05-22,FormularyManager
FRM001722,PLAN011,78375177340,Zoloft,3,Covered,Y,N,Y,2025-08-25,2027-07-15,FormularyManager
FRM001723,PLAN007,73921220685,Singulair,3,Excluded,Y,Y,N,2025-06-07,2026-12-04,FormularyManager
FRM001724,PLAN004,70444329131,Jardiance,3,Covered,N,N,N,2025-05-27,2026-12-25,FormularyManager
FRM001725,PLAN019,59990586381,Prinivil,4,Excluded,N,N,Y,2025-09-06,2027-01-15,FormularyManager
FRM001726,PLAN008,68817261549,Humalog,2,Covered,Y,Y,Y,2025-07-08,2027-03-28,FormularyManager
FRM001727,PLAN008,93139577848,Protonix,2,Covered,N,Y,N,2026-04-05,2028-03-08,FormularyManager
FRM001728,PLAN012,55068365571,Lipitor,3,Non-Preferred,N,Y,N,2025-01-06,2026-11-23,FormularyManager
FRM001729,PLAN019,57036754977,Lantus,5,Covered,N,N,N,2025-10-29,2027-02-25,FormularyManager
FRM001730,PLAN013,81337865957,Microzide,1,Covered,Y,N,N,2025-09-27,2026-09-27,FormularyManager
FRM001731,PLAN009,61687887076,Januvia,1,Covered,N,N,N,2026-01-12,2027-10-20,FormularyManager
FRM001732,PLAN011,15372461731,Jardiance,1,Covered,Y,N,Y,2025-08-23,2026-08-22,FormularyManager
FRM001733,PLAN011,59760482618,Humalog,1,Covered,N,Y,N,2024-06-22,2026-02-28,FormularyManager
FRM001734,PLAN009,30333466448,Lopressor,3,Non-Preferred,N,Y,N,2025-08-28,2026-09-23,FormularyManager
FRM001735,PLAN010,93381483220,Prilosec,1,Covered,N,N,N,2026-02-01,2027-12-30,FormularyManager
FRM001736,PLAN020,40773504873,Ozempic,5,Non-Preferred,N,Y,N,2025-07-20,2027-07-04,FormularyManager
FRM001737,PLAN018,21882365240,Ozempic,2,Covered,Y,N,Y,2024-07-30,2026-07-27,FormularyManager
FRM001738,PLAN003,14432106343,Microzide,5,Covered,N,N,Y,2025-11-19,2027-02-05,FormularyManager
FRM001739,PLAN011,19696653191,Glucophage,1,Covered,N,N,N,2024-12-19,2025-12-07,FormularyManager
FRM001740,PLAN013,37120476461,Lopressor,2,Covered,N,N,N,2024-02-17,2024-09-03,FormularyManager
FRM001741,PLAN004,38384498011,Aldactone,2,Non-Preferred,Y,N,N,2024-12-08,2026-05-14,FormularyManager
FRM001742,PLAN003,79480401968,Aldactone,1,Covered,N,N,N,2025-08-28,2026-09-04,FormularyManager
FRM001743,PLAN012,93839707777,Prozac,9,Covered,N,N,N,2026-03-07,2027-03-03,FormularyManager
FRM001744,PLAN017,93669729418,Prozac,4,Covered,Y,N,Y,2025-09-13,2026-10-11,FormularyManager
FRM001745,PLAN007,77783196614,Zoloft,4,Non-Preferred,N,Y,N,2024-02-14,2025-10-18,FormularyManager
FRM001746,PLAN014,73362282174,Protonix,4,Covered,N,Y,N,2026-05-20,2027-12-22,FormularyManager
FRM001747,PLAN004,39023637631,Cymbalta,4,Covered,N,N,N,2024-01-20,2025-07-28,FormularyManager
FRM001748,PLAN008,21128586347,Prozac,2,Covered,N,N,N,2024-06-15,2025-02-26,FormularyManager
FRM001749,PLAN014,71138176370,Cozaar,5,Non-Preferred,N,N,N,2026-02-10,2027-01-19,FormularyManager
FRM001750,PLAN003,33502745180,Prinivil,2,Covered,N,N,N,2024-04-14,2025-12-22,FormularyManager
FRM001751,PLAN005,82822319745,Crestor,1,Non-Preferred,N,N,N,2024-10-06,2026-02-18,FormularyManager
FRM001752,PLAN001,68669877665,Prozac,5,Non-Preferred,N,Y,N,2025-04-20,2026-11-17,FormularyManager
FRM001753,PLAN007,43283388696,Wellbutrin,3,Covered,N,N,N,2025-08-20,2026-11-06,FormularyManager
FRM001754,PLAN020,64322142638,Plavix,5,Covered,N,N,N,2024-05-14,2025-01-10,FormularyManager
FRM001755,PLAN003,37928998179,Ozempic,3,Covered,N,N,Y,2025-11-01,2027-06-05,FormularyManager
FRM001756,PLAN018,26670320788,Aldactone,4,Covered,N,N,Y,2024-03-14,2025-07-12,FormularyManager
FRM001757,PLAN001,93026770242,Lantus,2,Covered,Y,N,N,2024-04-17,2024-12-04,FormularyManager
FRM001758,PLAN003,26411345874,Prozac,5,Covered,N,N,N,2025-12-22,2027-10-16,FormularyManager
FRM001759,PLAN018,95415942442,Vibramycin,1,Covered,N,N,Y,2025-04-27,2026-12-20,FormularyManager
FRM001760,PLAN020,52855896229,Neurontin,4,Covered,N,N,N,2025-02-23,2026-07-19,FormularyManager
FRM001761,PLAN012,60804702793,Wellbutrin,3,Covered,Y,N,N,2026-04-12,2028-01-16,FormularyManager
FRM001762,PLAN013,78831371488,Humalog,4,Covered,N,N,Y,2024-01-17,2025-03-11,FormularyManager
FRM001763,PLAN005,63011707032,Ozempic,2,Covered,N,N,N,2024-06-16,2026-05-28,FormularyManager
FRM001764,PLAN011,62002626144,Lexapro,5,Covered,Y,N,N,2026-01-27,2027-06-10,FormularyManager
FRM001765,PLAN016,24721435259,Microzide,5,Non-Preferred,N,N,N,2024-03-23,2025-04-23,FormularyManager
FRM001766,PLAN003,25092429310,Jardiance,2,Non-Preferred,N,N,N,2025-09-23,2026-11-14,FormularyManager
FRM001767,PLAN009,92274531886,Lexapro,3,Non-Preferred,N,N,N,2025-06-04,2026-02-08,FormularyManager
FRM001768,PLAN012,36001690590,Microzide,5,Covered,N,N,Y,2024-09-10,2026-06-14,FormularyManager
FRM001769,PLAN011,92965682838,Wellbutrin,4,Covered,N,N,N,2025-01-08,2026-10-15,FormularyManager
FRM001770,PLAN017,78677417938,Eliquis,1,Excluded,N,N,N,2025-05-24,2025-11-30,FormularyManager
FRM001771,PLAN016,11605697119,Lipitor,5,Covered,N,N,N,2025-02-18,2026-11-18,FormularyManager
FRM001772,PLAN020,68817261549,Humalog,4,Covered,N,N,Y,2026-02-23,2027-11-17,FormularyManager
FRM001773,PLAN008,28309735158,Aldactone,4,Covered,N,N,N,2024-05-18,2026-04-02,FormularyManager
FRM001774,PLAN007,19989783912,Januvia,2,Covered,N,N,N,2025-05-28,2026-06-29,FormularyManager
FRM001775,PLAN011,74584984923,Cozaar,5,Covered,Y,N,N,2025-06-12,2027-01-04,FormularyManager
FRM001776,PLAN010,37104711512,Crestor,5,Covered,Y,N,N,2024-02-19,2024-09-16,FormularyManager
FRM001777,PLAN014,40423439442,Coreg,4,Covered,N,N,N,2024-01-28,2024-09-08,FormularyManager
FRM001778,PLAN005,76373444921,Aldactone,3,Covered,N,N,Y,2024-02-26,2024-12-20,FormularyManager
FRM001779,PLAN002,94324240174,Synthroid,2,Covered,N,N,N,2024-04-16,2025-05-22,FormularyManager
FRM001780,PLAN005,40837522788,Cozaar,2,Covered,Y,N,Y,2025-08-21,2027-02-03,FormularyManager
FRM001781,PLAN006,23007709819,Vibramycin,4,Covered,N,N,N,2026-05-18,2028-05-03,FormularyManager
FRM001782,PLAN011,79775467157,Crestor,5,Non-Preferred,N,N,Y,2024-08-20,2025-09-23,FormularyManager
FRM001783,PLAN014,25871240147,Synthroid,2,Excluded,N,N,N,2024-08-07,2026-05-01,FormularyManager
FRM001784,PLAN018,31559714166,Lantus,2,Non-Preferred,N,N,N,2025-09-13,2026-10-01,FormularyManager
FRM001785,PLAN017,89013673320,Norvasc,4,Covered,N,N,N,2025-09-04,2026-05-18,FormularyManager
FRM001786,PLAN016,37406523253,Jardiance,5,Covered,N,N,N,2024-04-26,2025-08-18,FormularyManager
FRM001787,PLAN003,98361822465,Lopressor,4,Covered,N,N,N,2024-04-12,2025-12-07,FormularyManager
FRM001788,PLAN011,54472137420,Vibramycin,2,Covered,N,N,N,2025-09-08,2027-01-16,FormularyManager
FRM001789,PLAN005,27560233760,Eliquis,1,Covered,N,N,N,2025-11-22,2026-11-09,FormularyManager
FRM001790,PLAN012,54458104234,Singulair,1,Covered,N,N,N,2025-09-07,2027-05-26,FormularyManager
FRM001791,PLAN016,21243727554,Cymbalta,4,Covered,N,N,N,2024-06-28,2026-05-12,FormularyManager
FRM001792,PLAN017,26703687825,Zoloft,3,Covered,Y,N,N,2025-07-22,2026-03-20,FormularyManager
FRM001793,PLAN008,89292409434,Aldactone,4,Covered,N,N,N,2026-04-10,2028-02-02,FormularyManager
FRM001794,PLAN016,22577849327,Lexapro,1,Non-Preferred,N,N,N,2025-10-22,2026-07-09,FormularyManager
FRM001795,PLAN005,23809467884,Ozempic,1,Covered,N,N,N,2024-01-03,2024-08-18,FormularyManager
FRM001796,PLAN014,69347757174,Humalog,4,Covered,Y,Y,N,2026-05-14,2028-01-04,FormularyManager
FRM001797,PLAN013,12914717458,Singulair,2,Covered,Y,N,N,2026-05-13,2026-11-11,FormularyManager
FRM001798,PLAN003,98953435785,Synthroid,5,Non-Preferred,N,N,N,2024-09-26,2026-02-26,FormularyManager
FRM001799,PLAN001,87424262238,Lopressor,4,Covered,N,N,N,2025-09-23,2026-07-06,FormularyManager
FRM001800,PLAN017,12237637159,Protonix,1,Non-Preferred,N,Y,Y,2025-08-22,2027-02-02,FormularyManager
FRM001801,PLAN011,18083108393,Prinivil,5,Covered,N,N,N,2025-09-14,2026-05-03,FormularyManager
FRM001802,PLAN008,86150728282,Zoloft,3,Covered,N,N,N,2025-09-23,2027-03-19,FormularyManager
FRM001803,PLAN005,56133530192,Wellbutrin,3,Covered,N,N,Y,2024-06-26,2025-10-27,FormularyManager
FRM001804,PLAN019,39273980031,Vibramycin,1,Covered,N,Y,Y,2025-03-28,2026-07-22,FormularyManager
FRM001805,PLAN002,68335772779,Januvia,2,Covered,Y,Y,Y,2026-04-21,2027-10-07,FormularyManager
FRM001806,PLAN009,86106901629,Singulair,2,Covered,N,N,N,2025-10-14,2027-03-12,FormularyManager
FRM001807,PLAN006,79775467157,Crestor,1,Non-Preferred,N,N,N,2025-04-23,2025-10-23,FormularyManager
FRM001808,PLAN003,63011707032,Ozempic,2,Non-Preferred,N,Y,Y,2024-07-28,2025-07-18,FormularyManager
